state_index,score_diff,time_step,time_phase,time_phase_name,health_my,health_my_name,health_opp,health_opp_name,recovery_lock,recovery_name,counter_ready,counter_ready_name,greedy_action_id,greedy_expected_reward,static_action_id,static_action_prob,rule_action_id,rule_expected_reward,mdp_action_id,mdp_value,mdp_immediate_reward,top1_action_id,top1_q,top2_action_id,top2_q,top3_action_id,top3_q,q_gap_12,q_gap_23,greedy_action_name,greedy_action_type,greedy_macro_group,static_action_name,static_action_type,static_macro_group,rule_action_name,rule_action_type,rule_macro_group,mdp_action_name,mdp_action_type,mdp_macro_group
5002,1,19,endgame,决胜期,2,High,2,High,1,Recover,0,Normal,D15,-0.032288759397575154,D19,0.0,D16,-0.08201874232709232,D15,8.811846746161248,-0.032288759397575154,D15,8.811846746161248,D16,8.745816612659281,D14,8.715251723892413,0.0660301335019664,0.030564888766868137,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5003,1,19,endgame,决胜期,2,High,2,High,1,Recover,1,CounterReady,D15,-0.02611433694657718,D19,0.0,D16,-0.0785126091822998,D15,8.818021168612246,-0.02611433694657718,D15,8.818021168612246,D16,8.749322745804074,D14,8.715251723892413,0.06869842280817196,0.03407102191166089,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5004,1,20,endgame,决胜期,0,Low,0,Low,0,Normal,0,Normal,D15,0.0499765626258781,A04,1.0,D05,-0.06513168344337411,A04,9.520850898429305,0.020850898429305997,A04,9.520850898429305,A02,9.513818759009656,A03,9.511983373014328,0.007032139419649752,0.0018353859953279539,yield_buffer,defense,平衡恢复,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5005,1,20,endgame,决胜期,0,Low,0,Low,0,Normal,1,CounterReady,A04,0.023641060000877446,A04,1.0,D05,-0.06513168344337411,A04,9.523641060000879,0.023641060000877446,A04,9.523641060000879,A02,9.515330453591723,A01,9.514180448516301,0.008310606409155596,0.001150005075421845,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5006,1,20,endgame,决胜期,0,Low,0,Low,1,Recover,0,Normal,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,9.371526203694772,0.0499765626258781,D15,9.371526203694772,D16,9.343724773817536,D14,9.286102388912562,0.027801429877236217,0.057622384904973956,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5007,1,20,endgame,决胜期,0,Low,0,Low,1,Recover,1,CounterReady,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,9.371526203694772,0.0499765626258781,D15,9.371526203694772,D16,9.343724773817536,D14,9.286102388912562,0.027801429877236217,0.057622384904973956,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5008,1,20,endgame,决胜期,0,Low,1,Mid,0,Normal,0,Normal,D15,0.051796363148257425,A04,1.0,D05,-0.1490456413892158,A04,9.5219542276018,0.021954227601800404,A04,9.5219542276018,A02,9.51408678107053,A03,9.512244258439722,0.007867446531269806,0.0018425226308078635,yield_buffer,defense,平衡恢复,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5009,1,20,endgame,决胜期,0,Low,1,Mid,0,Normal,1,CounterReady,A04,0.024766455756821744,A04,1.0,D05,-0.14900698161630652,A04,9.524766455756824,0.024766455756821744,A04,9.524766455756824,A02,9.515603836093815,A01,9.514352590876193,0.009162619663008797,0.001251245217622099,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5010,1,20,endgame,决胜期,0,Low,1,Mid,1,Recover,0,Normal,D15,0.051796363148257425,D19,0.0,D16,-0.0225307223294174,D15,9.343403471142203,0.051796363148257425,D15,9.343403471142203,D16,9.27637364145258,D14,9.22437589417397,0.06702982968962345,0.05199774727860884,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5011,1,20,endgame,决胜期,0,Low,1,Mid,1,Recover,1,CounterReady,D15,0.05811149636429578,D19,0.0,D16,-0.01907166994716296,D15,9.349718604358241,0.05811149636429578,D15,9.349718604358241,D16,9.279832693834834,D14,9.22437589417397,0.06988591052340709,0.055456799660863254,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5012,1,20,endgame,决胜期,0,Low,2,High,0,Normal,0,Normal,D15,0.04858673456518,A04,1.0,D05,-0.15621086358160044,A04,9.5219542276018,0.021954227601800404,A04,9.5219542276018,A02,9.51408678107053,A03,9.512244258439722,0.007867446531269806,0.0018425226308078635,yield_buffer,defense,平衡恢复,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5013,1,20,endgame,决胜期,0,Low,2,High,0,Normal,1,CounterReady,A04,0.024766455756821744,A04,1.0,D05,-0.15617312907731565,A04,9.524766455756824,0.024766455756821744,A04,9.524766455756824,A02,9.515603836093815,A01,9.514352590876193,0.009162619663008797,0.001251245217622099,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5014,1,20,endgame,决胜期,0,Low,2,High,1,Recover,0,Normal,D15,0.04858673456518,D19,0.0,D16,-0.02727112540672688,D15,9.335708271983373,0.04858673456518,D15,9.335708271983373,D16,9.267853553364725,D14,9.217894056049056,0.06785471861864778,0.049959497315668955,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5015,1,20,endgame,决胜期,0,Low,2,High,1,Recover,1,CounterReady,D15,0.05476115701617799,D19,0.0,D16,-0.023764992261934362,D15,9.341882694434371,0.05476115701617799,D15,9.341882694434371,D16,9.271359686509518,D14,9.217894056049056,0.07052300792485333,0.05346563046046171,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5016,1,20,endgame,决胜期,1,Mid,0,Low,0,Normal,0,Normal,A04,0.02777008182745684,A04,1.0,D05,-0.12871273820303553,A04,9.527770081827455,0.02777008182745684,A04,9.527770081827455,A02,9.513108328394054,A03,9.510725164884356,0.014661753433401259,0.0023831635096982495,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5017,1,20,endgame,决胜期,1,Mid,0,Low,0,Normal,1,CounterReady,A04,0.03135743241947728,A04,1.0,D05,-0.12871273820303553,A04,9.531357432419478,0.03135743241947728,A04,9.531357432419478,A02,9.514620022976121,A01,9.513663186325502,0.016737409443356555,0.0009568366506194081,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5018,1,20,endgame,决胜期,1,Mid,0,Low,1,Recover,0,Normal,D15,-0.0319762269922318,D19,0.0,D16,-0.049960173705173194,D15,9.289573414076663,-0.0319762269922318,D15,9.289573414076663,D16,9.27857151837172,D14,9.220578988469589,0.011001895704943365,0.05799252990213155,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5019,1,20,endgame,决胜期,1,Mid,0,Low,1,Recover,1,CounterReady,D15,-0.0319762269922318,D19,0.0,D16,-0.049960173705173194,D15,9.289573414076663,-0.0319762269922318,D15,9.289573414076663,D16,9.27857151837172,D14,9.220578988469589,0.011001895704943365,0.05799252990213155,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5020,1,20,endgame,决胜期,1,Mid,1,Mid,0,Normal,0,Normal,A04,0.029188647906378228,A04,1.0,D05,-0.21824716957335344,A04,9.529188647906377,0.029188647906378228,A04,9.529188647906377,A02,9.513376350454928,A03,9.51098605030975,0.015812297451448742,0.002390300145178159,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5021,1,20,endgame,决胜期,1,Mid,1,Mid,0,Normal,1,CounterReady,A04,0.032804369819977086,A04,1.0,D05,-0.21820850980044415,A04,9.532804369819978,0.032804369819977086,A04,9.532804369819978,A02,9.514893405478213,A01,9.513835328685394,0.017910964341764313,0.0010580767928196622,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5022,1,20,endgame,决胜期,1,Mid,1,Mid,1,Recover,0,Normal,D15,-0.039584827225106096,D19,0.0,D16,-0.09311773231460932,D15,9.25202228076884,-0.039584827225106096,D15,9.25202228076884,D16,9.205786631467387,D14,9.146348265538718,0.04623564930145285,0.0594383659286688,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5023,1,20,endgame,决胜期,1,Mid,1,Mid,1,Recover,1,CounterReady,D15,-0.03326969400906774,D19,0.0,D16,-0.0896586799323549,D15,9.258337413984878,-0.03326969400906774,D15,9.258337413984878,D16,9.209245683849641,D14,9.146348265538718,0.04909173013523649,0.06289741831092321,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5024,1,20,endgame,决胜期,1,Mid,2,High,0,Normal,0,Normal,A04,0.029188647906378228,A04,1.0,D05,-0.2265224222817661,A04,9.529188647906377,0.029188647906378228,A04,9.529188647906377,A02,9.513376350454928,A03,9.51098605030975,0.015812297451448742,0.002390300145178159,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5025,1,20,endgame,决胜期,1,Mid,2,High,0,Normal,1,CounterReady,A04,0.032804369819977086,A04,1.0,D05,-0.22648468777748132,A04,9.532804369819978,0.032804369819977086,A04,9.532804369819978,A02,9.514893405478213,A01,9.513835328685394,0.017910964341764313,0.0010580767928196622,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5026,1,20,endgame,决胜期,1,Mid,2,High,1,Recover,0,Normal,D15,-0.04439035219213815,D19,0.0,D16,-0.09886135591293518,D15,9.242731185226054,-0.04439035219213815,D15,9.242731185226054,D16,9.196263322858517,D14,9.138184209051246,0.046467862367537194,0.05807911380727049,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5027,1,20,endgame,决胜期,1,Mid,2,High,1,Recover,1,CounterReady,D15,-0.03821592974114017,D19,0.0,D16,-0.09535522276814266,D15,9.248905607677052,-0.03821592974114017,D15,9.248905607677052,D16,9.19976945600331,D14,9.138184209051246,0.049136151673742745,0.061585246952063244,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5028,1,20,endgame,决胜期,2,High,0,Low,0,Normal,0,Normal,A04,0.03259852647173748,A04,1.0,D05,-0.11326094229509671,A04,9.532598526471737,0.03259852647173748,A04,9.532598526471737,A02,9.513296590538449,A03,9.511027275140673,0.01930193593328866,0.0022693153977755287,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5029,1,20,endgame,决胜期,2,High,0,Low,0,Normal,1,CounterReady,A04,0.036796322986896994,A04,1.0,D05,-0.11326094229509671,A04,9.536796322986897,0.036796322986896994,A04,9.536796322986897,A02,9.514808285120516,A01,9.513791118118396,0.021988037866380594,0.0010171670021197343,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5030,1,20,endgame,决胜期,2,High,0,Low,1,Recover,0,Normal,D15,-0.022508143059170618,D19,0.0,D16,-0.038321244885070944,D15,9.299041498009725,-0.022508143059170618,D15,9.299041498009725,D16,9.290210447191823,D14,9.228969751043493,0.008831050817901698,0.06124069614832983,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5031,1,20,endgame,决胜期,2,High,0,Low,1,Recover,1,CounterReady,D15,-0.022508143059170618,D19,0.0,D16,-0.038321244885070944,D15,9.299041498009725,-0.022508143059170618,D15,9.299041498009725,D16,9.290210447191823,D14,9.228969751043493,0.008831050817901698,0.06124069614832983,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5032,1,20,endgame,决胜期,2,High,1,Mid,0,Normal,0,Normal,A04,0.03417471100387235,A04,1.0,D05,-0.1950381484172415,A04,9.534174711003873,0.03417471100387235,A04,9.534174711003873,A02,9.513564612599323,A03,9.51128816056607,0.02061009840454986,0.002276452033253662,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5033,1,20,endgame,决胜期,2,High,1,Mid,0,Normal,1,CounterReady,A04,0.03840403120967456,A04,1.0,D05,-0.1949994886443322,A04,9.538404031209675,0.03840403120967456,A04,9.538404031209675,A02,9.515081667622608,A01,9.513963260478288,0.02332236358706652,0.0011184071443199883,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5034,1,20,endgame,决胜期,2,High,1,Mid,1,Recover,0,Normal,D15,-0.02785344890394867,D19,0.0,D16,-0.07678705873371483,D15,9.263753659089996,-0.02785344890394867,D15,9.263753659089996,D16,9.222117305048283,D14,9.157344004019285,0.04163635404171373,0.06477330102899792,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5035,1,20,endgame,决胜期,2,High,1,Mid,1,Recover,1,CounterReady,D15,-0.021538315687910314,D19,0.0,D16,-0.07332800635146042,D15,9.270068792306034,-0.021538315687910314,D15,9.270068792306034,D16,9.225576357430537,D14,9.157344004019285,0.044492434875497366,0.06823235341125233,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5036,1,20,endgame,决胜期,2,High,2,High,0,Normal,0,Normal,A04,0.03417471100387235,A04,1.0,D05,-0.2025979871749998,A04,9.534174711003873,0.03417471100387235,A04,9.534174711003873,A02,9.513564612599323,A03,9.51128816056607,0.02061009840454986,0.002276452033253662,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5037,1,20,endgame,决胜期,2,High,2,High,0,Normal,1,CounterReady,A04,0.03840403120967456,A04,1.0,D05,-0.202560252670715,A04,9.538404031209675,0.03840403120967456,A04,9.538404031209675,A02,9.515081667622608,A01,9.513963260478288,0.02332236358706652,0.0011184071443199883,swing_punch,attack,激进攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,swing_punch,attack,激进攻击
5038,1,20,endgame,决胜期,2,High,2,High,1,Recover,0,Normal,D15,-0.032288759397575154,D19,0.0,D16,-0.08201874232709232,D15,9.254832778020617,-0.032288759397575154,D15,9.254832778020617,D16,9.21310593644436,D14,9.149472287923212,0.04172684157625639,0.06363364852114906,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5039,1,20,endgame,决胜期,2,High,2,High,1,Recover,1,CounterReady,D15,-0.02611433694657718,D19,0.0,D16,-0.0785126091822998,D15,9.261007200471616,-0.02611433694657718,D15,9.261007200471616,D16,9.216612069589154,D14,9.149472287923212,0.04439513088246194,0.06713978166594181,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5040,2,1,early,前期,0,Low,0,Low,0,Normal,0,Normal,A02,0.0538039899236329,A04,1.0,D05,-0.06513168344337411,A02,4.851742967382902,0.0538039899236329,A02,4.851742967382902,A03,4.849465024402082,A10,4.848909648308058,0.002277942980819958,0.0005553760940237851,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
5041,2,1,early,前期,0,Low,0,Low,0,Normal,1,CounterReady,A02,0.04731863832290556,A04,1.0,D05,-0.06513168344337411,A02,4.845324297282585,0.04731863832290556,A02,4.845324297282585,A01,4.843808235718401,A03,4.842834481871563,0.0015160615641836017,0.0009737538468383988,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
5042,2,1,early,前期,0,Low,0,Low,1,Recover,0,Normal,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,4.834245764487625,0.0499765626258781,D15,4.834245764487625,D16,4.798848379778619,D14,4.7696158759487135,0.03539738470900655,0.029232503829905276,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5043,2,1,early,前期,0,Low,0,Low,1,Recover,1,CounterReady,D15,0.0499765626258781,D19,0.0,D16,0.015193081740643585,D15,4.834245764487625,0.0499765626258781,D15,4.834245764487625,D16,4.798848379778619,D14,4.7696158759487135,0.03539738470900655,0.029232503829905276,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5044,2,1,early,前期,0,Low,1,Mid,0,Normal,0,Normal,A02,0.05407201198450689,A04,1.0,D05,-0.1490456413892158,A02,4.960977884332858,0.05407201198450689,A02,4.960977884332858,D15,4.959926129281619,A03,4.958689448815514,0.0010517550512396667,0.0012366804661043673,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
5045,2,1,early,前期,0,Low,1,Mid,0,Normal,1,CounterReady,A02,0.04759202082499703,A04,1.0,D05,-0.14900698161630652,A02,4.9545624988834245,0.04759202082499703,A02,4.9545624988834245,A01,4.952993481765198,A03,4.952062003053728,0.0015690171182267676,0.0009314787114700351,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
5046,2,1,early,前期,0,Low,1,Mid,1,Recover,0,Normal,D15,0.051796363148257425,D19,0.0,D16,-0.0225307223294174,D15,4.959926129281619,0.051796363148257425,D15,4.959926129281619,D16,4.877971363994421,D14,4.855007235148031,0.0819547652871977,0.022964128846389542,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5047,2,1,early,前期,0,Low,1,Mid,1,Recover,1,CounterReady,D15,0.05811149636429578,D19,0.0,D16,-0.01907166994716296,D15,4.966241262497657,0.05811149636429578,D15,4.966241262497657,D16,4.881430416376675,D14,4.855007235148031,0.08481084612098133,0.026423181228643955,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5048,2,1,early,前期,0,Low,2,High,0,Normal,0,Normal,A02,0.05407201198450689,A04,1.0,D05,-0.15621086358160044,A02,4.932472841345391,0.05407201198450689,A02,4.932472841345391,A03,4.930198558320781,A10,4.929627975999645,0.002274283024610746,0.0005705823211359373,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
5049,2,1,early,前期,0,Low,2,High,0,Normal,1,CounterReady,A02,0.04759202082499703,A04,1.0,D05,-0.15617312907731565,A02,4.926058627120077,0.04759202082499703,A02,4.926058627120077,A01,4.924430159695018,A03,4.923572561461651,0.0016284674250588438,0.000857598233367618,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,clamp_block,defense,保守防守,hook_punch,attack,试探攻击
5050,2,1,early,前期,0,Low,2,High,1,Recover,0,Normal,D15,0.04858673456518,D19,0.0,D16,-0.02727112540672688,D15,4.927193992987991,0.04858673456518,D15,4.927193992987991,D16,4.844126356271057,D14,4.824770407638067,0.08306763671693407,0.01935594863298995,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5051,2,1,early,前期,0,Low,2,High,1,Recover,1,CounterReady,D15,0.05476115701617799,D19,0.0,D16,-0.023764992261934362,D15,4.93336841543899,0.05476115701617799,D15,4.93336841543899,D16,4.847632489415849,D14,4.824770407638067,0.08573592602314051,0.022862081777781817,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5052,2,1,early,前期,1,Mid,0,Low,0,Normal,0,Normal,A02,0.052960119677149795,A04,1.0,D15,-0.0319762269922318,A02,4.526748977620451,0.052960119677149795,A02,4.526748977620451,A03,4.524666958422951,A10,4.524373681181044,0.0020820191975001734,0.0002932772419068641,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
5053,2,1,early,前期,1,Mid,0,Low,0,Normal,1,CounterReady,A02,0.04650145600259866,A04,1.0,D15,-0.0319762269922318,A02,4.520348653651229,0.04650145600259866,A02,4.520348653651229,A01,4.518790318975699,A03,4.5180752147496595,0.0015583346755301264,0.0007151042260398199,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
5054,2,1,early,前期,1,Mid,0,Low,1,Recover,0,Normal,D15,-0.0319762269922318,D19,0.0,D16,-0.049960173705173194,D15,4.519367339927157,-0.0319762269922318,D15,4.519367339927157,D16,4.481548572273049,D14,4.471630385074436,0.037818767654107965,0.009918187198612927,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5055,2,1,early,前期,1,Mid,0,Low,1,Recover,1,CounterReady,D15,-0.0319762269922318,D19,0.0,D16,-0.049960173705173194,D15,4.519367339927157,-0.0319762269922318,D15,4.519367339927157,D16,4.481548572273049,D14,4.471630385074436,0.037818767654107965,0.009918187198612927,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5056,2,1,early,前期,1,Mid,1,Mid,0,Normal,0,Normal,A02,0.05322814173802378,A04,1.0,D15,-0.039584827225106096,A02,4.5550882620700195,0.05322814173802378,A02,4.5550882620700195,A03,4.553166793096597,A10,4.553097596805345,0.001921468973422158,6.919629125246018e-05,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
5057,2,1,early,前期,1,Mid,1,Mid,0,Normal,1,CounterReady,A02,0.04677483850469013,A04,1.0,D15,-0.03326969400906774,A02,4.5486961326449515,0.04677483850469013,A02,4.5486961326449515,A01,4.546947683836514,A10,4.546593407436622,0.0017484488084376082,0.0003542763998920506,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
5058,2,1,early,前期,1,Mid,1,Mid,1,Recover,0,Normal,D15,-0.039584827225106096,D19,0.0,D16,-0.09311773231460932,D15,4.598021193261582,-0.039584827225106096,D15,4.598021193261582,D18,4.524211748661106,D16,4.515577075174861,0.07380944460047623,0.00863467348624436,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5059,2,1,early,前期,1,Mid,1,Mid,1,Recover,1,CounterReady,D15,-0.03326969400906774,D19,0.0,D16,-0.0896586799323549,D15,4.60433632647762,-0.03326969400906774,D15,4.60433632647762,D18,4.524211748661106,D16,4.519036127557116,0.08012457781651428,0.005175621103989947,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5060,2,1,early,前期,1,Mid,2,High,0,Normal,0,Normal,A02,0.05322814173802378,A04,1.0,D15,-0.04439035219213815,A02,4.539307329259371,0.05322814173802378,A02,4.539307329259371,A03,4.537362666080667,A10,4.537249020468511,0.0019446631787038982,0.00011364561215554403,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
5061,2,1,early,前期,1,Mid,2,High,0,Normal,1,CounterReady,A02,0.04677483850469013,A04,1.0,D15,-0.03821592974114017,A02,4.5329154689615745,0.04677483850469013,A02,4.5329154689615745,A01,4.531156697158456,A03,4.53077887931939,0.001758771803118897,0.0003778178390652087,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
5062,2,1,early,前期,1,Mid,2,High,1,Recover,0,Normal,D15,-0.04439035219213815,D19,0.0,D16,-0.09886135591293518,D15,4.575852999984367,-0.04439035219213815,D15,4.575852999984367,D18,4.5034146132559725,D14,4.493880028719386,0.0724383867283942,0.009534584536586621,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5063,2,1,early,前期,1,Mid,2,High,1,Recover,1,CounterReady,D15,-0.03821592974114017,D19,0.0,D16,-0.09535522276814266,D15,4.582027422435365,-0.03821592974114017,D15,4.582027422435365,D18,4.5034146132559725,D16,4.496348977622444,0.0786128091793925,0.0070656356335287995,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5064,2,1,early,前期,2,High,0,Low,0,Normal,0,Normal,A02,0.05316506177540329,A04,1.0,D15,-0.022508143059170618,A02,4.249063990475906,0.05316506177540329,A02,4.249063990475906,A03,4.246975310182546,A10,4.24669324172167,0.002088680293359957,0.0002820684608764168,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
5065,2,1,early,前期,2,High,0,Low,0,Normal,1,CounterReady,A02,0.04670306211008013,A04,1.0,D15,-0.022508143059170618,A02,4.242650420932604,0.04670306211008013,A02,4.242650420932604,A01,4.241162074901166,A03,4.240369233612286,0.0014883460314374375,0.0007928412888800196,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
5066,2,1,early,前期,2,High,0,Low,1,Recover,0,Normal,D15,-0.022508143059170618,D19,0.0,D16,-0.038321244885070944,D15,4.243399059626721,-0.022508143059170618,D15,4.243399059626721,D16,4.210670705795065,D14,4.19501481927658,0.03272835383165518,0.01565588651848504,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5067,2,1,early,前期,2,High,0,Low,1,Recover,1,CounterReady,D15,-0.022508143059170618,D19,0.0,D16,-0.038321244885070944,D15,4.243399059626721,-0.022508143059170618,D15,4.243399059626721,D16,4.210670705795065,D14,4.19501481927658,0.03272835383165518,0.01565588651848504,yield_buffer,defense,平衡恢复,ground_guard,defense,平衡恢复,step_adjust,defense,平衡恢复,yield_buffer,defense,平衡恢复
5068,2,1,early,前期,2,High,1,Mid,0,Normal,0,Normal,A02,0.053433083836277276,A04,1.0,D15,-0.02785344890394867,A02,4.221869823718955,0.053433083836277276,A02,4.221869823718955,A03,4.219846493550936,A10,4.21970781566398,0.002023330168019477,0.00013867788695609562,hook_punch,attack,试探攻击,swing_punch,attack,激进攻击,yield_buffer,defense,平衡恢复,hook_punch,attack,试探攻击
