state_index,score_diff,time_step,time_phase,health_my,health_opp,recovery_lock,counter_ready,top1_action_id,top1_q,top2_action_id,top2_q,top3_action_id,top3_q,q_gap_12,q_gap_23
4187,0,17,endgame,0,2,1,1,D15,1.5248947718402404,D16,1.2132666143363502,D12,0.9662173811427969,0.31162815750389017,0.24704923319355332
4188,0,17,endgame,1,0,0,0,A04,1.2305801138948593,A06,1.072894200405496,A02,1.0582695069721355,0.15768591348936334,0.01462469343336048
4189,0,17,endgame,1,0,0,1,A04,1.240924622474739,A06,1.079059092978724,A02,1.0624999406967053,0.16186552949601496,0.016559152282018763
4190,0,17,endgame,1,0,1,0,D15,0.6383870388887524,D14,0.6041433394540453,D16,0.5996539000630272,0.034243699434707064,0.004489439391018091
4191,0,17,endgame,1,0,1,1,D15,0.6383870388887524,D14,0.6041433394540453,D16,0.5996539000630272,0.034243699434707064,0.004489439391018091
4192,0,17,endgame,1,1,0,0,A04,1.2569419428796622,A06,1.1113331615043869,A02,1.0769783673796758,0.14560878137527533,0.0343547941247111
4193,0,17,endgame,1,1,0,1,A04,1.2673012055979895,A06,1.117502056365029,A02,1.0812093397389753,0.14979914923296045,0.03629271662605382
4194,0,17,endgame,1,1,1,0,D15,1.336459714662528,D16,1.0175692483985104,D12,0.7927186598215727,0.31889046626401774,0.22485058857693763
4195,0,17,endgame,1,1,1,1,D15,1.343629248254854,D16,1.0214962902207168,D12,0.7947376351463413,0.3221329580341372,0.22675865507437543
4196,0,17,endgame,1,2,0,0,A04,1.2555249355748759,A06,1.1093281986088406,A02,1.076008934919767,0.1461967369660353,0.033319263689073564
4197,0,17,endgame,1,2,0,1,A04,1.2658849445783797,A06,1.1154974324875717,A02,1.0802400769210727,0.15038751209080803,0.035257355566499005
4198,0,17,endgame,1,2,1,0,D15,1.2982985435253482,D16,0.9956346552092304,D12,0.7575550906157963,0.3026638883161178,0.23807956459343416
4199,0,17,endgame,1,2,1,1,D15,1.3053083290138343,D16,0.9996151475442008,D12,0.7595353560220361,0.30569318146963353,0.24007979152216463
4200,0,17,endgame,2,0,0,0,A04,1.3698886185446346,A06,1.1808731755954294,A02,1.1645572331320992,0.18901544294920525,0.016315942463330124
4201,0,17,endgame,2,0,0,1,A04,1.3815606216417016,A06,1.186998223949227,A02,1.1687604075177116,0.19456239769247463,0.01823781643151534
4202,0,17,endgame,2,0,1,0,D15,0.7793792692514732,D14,0.7448242325731296,D16,0.7355374836352443,0.03455503667834359,0.00928674893788528
4203,0,17,endgame,2,0,1,1,D15,0.7793792692514732,D14,0.7448242325731296,D16,0.7355374836352443,0.03455503667834359,0.00928674893788528
4204,0,17,endgame,2,1,0,0,A04,1.3884545831440547,A06,1.2099806687952774,A02,1.1779741555353158,0.17847391434877724,0.03200651325996162
4205,0,17,endgame,2,1,0,1,A04,1.4001498331555082,A06,1.2161129795213532,A02,1.182179811355765,0.184036853634155,0.03393316816558811
4206,0,17,endgame,2,1,1,0,D15,1.3172257463847497,D16,1.0248366926331358,D12,0.7695134938102871,0.29238905375161384,0.2553231988228487
4207,0,17,endgame,2,1,1,1,D15,1.3243952799770755,D16,1.0287637344553422,D12,0.7715324691350556,0.2956315455217333,0.2572312653202866
4208,0,17,endgame,2,2,0,0,A04,1.3879886517050664,A06,1.2090243748013678,A02,1.1776562727652762,0.17896427690369854,0.03136810203609164
4209,0,17,endgame,2,2,0,1,A04,1.3996845043703057,A06,1.2151569154297666,A02,1.1818620425070576,0.1845275889405391,0.03329487292270894
4210,0,17,endgame,2,2,1,0,D15,1.2939405326641318,D16,1.0148792716628328,D12,0.7503681341260677,0.279061261001299,0.26451113753676503
4211,0,17,endgame,2,2,1,1,D15,1.3009503181526176,D16,1.0188597639978032,D12,0.7523483995323075,0.28209055415481443,0.2665113644654957
4212,0,18,endgame,0,0,0,0,A04,0.7714813281378273,A06,0.6765198393948941,A02,0.6547342664692801,0.0949614887429332,0.021785572925614005
4213,0,18,endgame,0,0,0,1,A04,0.7799752686133533,A06,0.6830209108713254,A02,0.6591955382142901,0.09695435774202787,0.023825372657035326
4214,0,18,endgame,0,0,1,0,D15,0.34522527466786135,D14,0.29906778698455855,D18,0.2826818785541209,0.0461574876833028,0.016385908430437635
4215,0,18,endgame,0,0,1,1,D15,0.34522527466786135,D14,0.29906778698455855,D18,0.2826818785541209,0.0461574876833028,0.016385908430437635
4216,0,18,endgame,0,1,0,0,D15,1.2885435270960852,A04,1.130041546445873,A06,1.0460323307225023,0.15850198065021215,0.08400921572337072
4217,0,18,endgame,0,1,0,1,A04,1.1383583696541708,A06,1.0523956443723859,A02,1.0184198658062924,0.08596272528178495,0.03397577856609346
4218,0,18,endgame,0,1,1,0,D15,1.2885435270960852,D16,0.9432032452036544,D12,0.6903114444130399,0.3453402818924308,0.25289180079061446
4219,0,18,endgame,0,1,1,1,D15,1.295713060688411,D16,0.9471302870258609,D12,0.6923304197378085,0.3485827736625502,0.2547998672880524
4220,0,18,endgame,0,2,0,0,D15,1.2309636310605647,A04,1.0906545564330619,A06,1.006363163709213,0.14030907462750286,0.08429139272384889
4221,0,18,endgame,0,2,0,1,A04,1.0989937345053595,A06,1.0127431886830869,A02,0.978498768567194,0.08625054582227265,0.034244420115892904
4222,0,18,endgame,0,2,1,0,D15,1.2309636310605647,D16,0.9002036898868474,D12,0.6377022404962833,0.3307599411737173,0.2625014493905641
4223,0,18,endgame,0,2,1,1,D15,1.2379734165490508,D16,0.9041841822218177,D12,0.6396825059025232,0.33378923432723306,0.26450167631929455
4224,0,18,endgame,1,0,0,0,A04,0.9861739294604304,A06,0.818139692686444,A02,0.799491344867654,0.16803423677398632,0.01864834781878999
4225,0,18,endgame,1,0,0,1,A04,0.9969936713058193,A06,0.8245817343506282,A02,0.8039120110913689,0.17241193695519108,0.02066972325925931
4226,0,18,endgame,1,0,1,0,D15,0.37607431952851583,D14,0.34117201774061534,D16,0.3332845267430834,0.03490230178790049,0.007887490997531943
4227,0,18,endgame,1,0,1,1,D15,0.37607431952851583,D14,0.34117201774061534,D16,0.3332845267430834,0.03490230178790049,0.007887490997531943
4228,0,18,endgame,1,1,0,0,A04,1.0039202108126466,A06,0.8481702525764058,A02,0.8098481291854127,0.15574995823624083,0.03832212339099306
4229,0,18,endgame,1,1,0,1,A04,1.014761519418719,A06,0.8546201940841545,A02,0.8142719397645104,0.1601413253345645,0.04034825431964406
4230,0,18,endgame,1,1,1,0,D15,1.0787564689041542,D16,0.7407602696966755,D12,0.494108400671737,0.3379961992074787,0.24665186902493852
4231,0,18,endgame,1,1,1,1,D15,1.08592600249648,D16,0.7446873115188821,D12,0.4961273759965055,0.34123869097759796,0.2485599355223766
4232,0,18,endgame,1,2,0,0,A04,1.0030927907297564,A06,0.846798005501975,A02,0.8093838405848746,0.1562947852277814,0.03741416491710048
4233,0,18,endgame,1,2,0,1,A04,1.0139348467183606,A06,0.8532482904558247,A02,0.8138078294298362,0.16068655626253592,0.03944046102598853
4234,0,18,endgame,1,2,1,0,D15,1.0437764106574747,D16,0.7229948452497366,D12,0.46360823280298324,0.32078156540773817,0.2593866124467533
4235,0,18,endgame,1,2,1,1,D15,1.0507861961459608,D16,0.7269753375847069,D12,0.4655884982092231,0.3238108585612539,0.2613868393754838
4236,0,18,endgame,2,0,0,0,A04,1.0989042842601036,A06,0.8961824747763358,A02,0.8760662842389654,0.20272180948376772,0.02011619053737046
4237,0,18,endgame,2,0,0,1,A04,1.111126505866852,A06,0.9025962810073381,A02,0.8804676312691246,0.2085302248595139,0.02212864973821349
4238,0,18,endgame,2,0,1,0,D15,0.47970050718660545,D14,0.4445592298026998,D16,0.4329412968203774,0.035141277383905656,0.011617932982322388
4239,0,18,endgame,2,0,1,1,D15,0.47970050718660545,D14,0.4445592298026998,D16,0.4329412968203774,0.035141277383905656,0.011617932982322388
4240,0,18,endgame,2,1,0,0,A04,1.112673732544567,A06,0.9215483151802026,A02,0.8841625196003554,0.1911254173643644,0.037385795579847225
4241,0,18,endgame,2,1,0,1,A04,1.1249230154313348,A06,0.9279713651172457,A02,0.8885676964197462,0.19695165031408912,0.03940366869749945
4242,0,18,endgame,2,1,1,0,D15,1.0657246634417314,D16,0.7499291296567778,D12,0.4811550609300401,0.3157955337849536,0.2687740687267377
4243,0,18,endgame,2,1,1,1,D15,1.0728941970340573,D16,0.7538561714789843,D12,0.48317403625480865,0.319038025555073,0.27068213522417567
4244,0,18,endgame,2,2,0,0,A04,1.1123433756292689,A06,0.9207110862079384,A02,0.8839917020418985,0.19163228942133048,0.036719384166039926
4245,0,18,endgame,2,2,0,1,A04,1.124593129536251,A06,0.9271343181614917,A02,0.8883969706764813,0.1974588113747593,0.038737347485010454
4246,0,18,endgame,2,2,1,0,D15,1.0415884419291634,D16,0.7406801424065714,D12,0.46212260583880044,0.300908299522592,0.278557536567771
4247,0,18,endgame,2,2,1,1,D15,1.0485982274176493,D16,0.7446606347415416,D12,0.4641028712450403,0.30393759267610765,0.28055776349650136
4248,0,19,endgame,0,0,0,0,A04,0.5477351342101425,A06,0.44792648857804984,A02,0.4221779993767342,0.09980864563209269,0.025748489201315616
4249,0,19,endgame,0,0,0,1,A04,0.5565957890900658,A06,0.45470247532644037,A02,0.4268279279823109,0.10189331376362543,0.027874547344129474
4250,0,19,endgame,0,0,1,0,D15,0.09425733570900777,D14,0.04727285938881766,D16,0.030978753654325647,0.04698447632019011,0.016294105734492012
4251,0,19,endgame,0,0,1,1,D15,0.09425733570900777,D14,0.04727285938881766,D16,0.030978753654325647,0.04698447632019011,0.016294105734492012
4252,0,19,endgame,0,1,0,0,D15,0.9309090982531021,A04,0.7481460272633494,A06,0.6584311533717131,0.18276307098975264,0.08971487389163635
4253,0,19,endgame,0,1,0,1,A04,0.7569186376714506,A06,0.6651361410580351,A02,0.6256924852780436,0.09178249661341553,0.03944365577999154
4254,0,19,endgame,0,1,1,0,D15,0.9309090982531021,D16,0.558200464447291,D12,0.2862994226894009,0.3727086338058111,0.2719010417578901
4255,0,19,endgame,0,1,1,1,D15,0.938078631845428,D16,0.5621275062694975,D12,0.2883183980141695,0.37595112557593047,0.273809108255328
4256,0,19,endgame,0,2,0,0,D15,0.8882725369764548,A04,0.7262337592576891,A06,0.6363611899826187,0.16203877771876574,0.08987256927507037
4257,0,19,endgame,0,2,0,1,A04,0.7350188636147968,A06,0.6430755177102785,A02,0.6034817225570803,0.09194334590451836,0.039593795153198164
4258,0,19,endgame,0,2,1,0,D15,0.8882725369764548,D16,0.5325870783494467,D12,0.25058351193755674,0.35568545862700807,0.28200356641189
4259,0,19,endgame,0,2,1,1,D15,0.8952823224649408,D16,0.5365675706844171,D12,0.25256377734379665,0.3587147517805237,0.2840037933406204
4260,0,19,endgame,1,0,0,0,A04,0.7035734455933932,A06,0.5246312636997357,A02,0.5009674635383398,0.17894218189365751,0.02366380016139591
4261,0,19,endgame,1,0,0,1,A04,0.7149136566871181,A06,0.5313768357802153,A02,0.505596470453697,0.18353682090690282,0.025780365326518284
4262,0,19,endgame,1,0,1,0,D15,0.07664032031738556,D14,0.04076479866405128,D16,0.030117116820814208,0.03587552165333428,0.01064768184323707
4263,0,19,endgame,1,0,1,1,D15,0.07664032031738556,D14,0.04076479866405128,D16,0.030117116820814208,0.03587552165333428,0.01064768184323707
4264,0,19,endgame,1,1,0,0,A04,0.7128071178025046,A06,0.5458745545609386,A02,0.5034731652854106,0.16693256324156602,0.042401389275527945
4265,0,19,endgame,1,1,0,1,A04,0.7241744231180043,A06,0.5526310990766903,A02,0.5081073077045748,0.171543324041314,0.044523791372115484
4266,0,19,endgame,1,1,1,0,D15,0.776733268229679,D16,0.41859103248407575,D12,0.14641587881318224,0.3581422357456033,0.2721751536708935
4267,0,19,endgame,1,1,1,1,D15,0.7839028018220049,D16,0.42251807430628224,D12,0.14843485413795077,0.36138472751572265,0.2740832201683315
4268,0,19,endgame,1,2,0,0,A04,0.7124614079062392,A06,0.5450651927245251,A02,0.5033919777118238,0.1673962151817141,0.04167321501270138
4269,0,19,endgame,1,2,0,1,A04,0.7238290263081327,A06,0.5518218678656253,A02,0.5080261774754324,0.17200715844250747,0.04379569039019282
4270,0,19,endgame,1,2,1,0,D15,0.7457801827928051,D16,0.40588799668042963,D12,0.12173903113691703,0.3398921861123755,0.2841489655435126
4271,0,19,endgame,1,2,1,1,D15,0.7527899682812911,D16,0.40986848901539996,D12,0.12371929654315691,0.3429214792658911,0.286149192472243
4272,0,19,endgame,2,0,0,0,A04,0.7847180803293311,A06,0.5674424852180268,A02,0.5425219206340234,0.21727559511130434,0.02492056458400338
4273,0,19,endgame,2,0,0,1,A04,0.7975431228590089,A06,0.574172655575612,A02,0.5471403864614366,0.22337046728339682,0.027032269114175445
4274,0,19,endgame,2,0,1,0,D15,0.13608961635777775,D14,0.10001982629351808,D16,0.0871626285914612,0.03606979006425967,0.012857197702056872
4275,0,19,endgame,2,0,1,1,D15,0.13608961635777775,D14,0.10001982629351808,D16,0.0871626285914612,0.03606979006425967,0.012857197702056872
4276,0,19,endgame,2,1,0,0,A04,0.7928027881989832,A06,0.5878072416855593,A02,0.5445198600644695,0.2049955465134239,0.043287381621089804
4277,0,19,endgame,2,1,0,1,A04,0.8056591185639441,A06,0.5945488475488699,A02,0.549143646211858,0.21111027101507418,0.04540520133701198
4278,0,19,endgame,2,1,1,0,D15,0.774292510529482,D16,0.4323999392411251,D12,0.14925986569758937,0.34189257128835693,0.2831400735435357
4279,0,19,endgame,2,1,1,1,D15,0.781462044121808,D16,0.43632698106333156,D12,0.1512788410223579,0.3451350630584764,0.2850481400409737
4280,0,19,endgame,2,2,0,0,A04,0.7926278256270481,A06,0.5871314442255272,A02,0.5445131316512273,0.20549638140152093,0.04261831257429993
4281,0,19,endgame,2,2,0,1,A04,0.8054843918473684,A06,0.5938731363073837,A02,0.5491369579198582,0.21161125553998472,0.04473617838752553
4282,0,19,endgame,2,2,1,0,D15,0.7492738861499795,D16,0.42407492589024526,D12,0.1305072798733587,0.3251989602597342,0.29356764601688656
4283,0,19,endgame,2,2,1,1,D15,0.7562836716384654,D16,0.4280554182252156,D12,0.13248754527959855,0.32822825341324985,0.29556787294561704
4284,0,20,endgame,0,0,0,0,A04,0.29301454845948144,A06,0.1974045173774036,A02,0.15434145842200014,0.09561003108207783,0.043063058955403466
4285,0,20,endgame,0,0,0,1,A04,0.3022781045748602,A06,0.2044825476271942,A02,0.15919866026606455,0.097795556947666,0.04528388736112965
4286,0,20,endgame,0,0,1,0,D15,-0.17344529629747504,D16,-0.21247950598524404,D14,-0.22866546602204246,0.039034209687768995,0.016185960036798425
4287,0,20,endgame,0,0,1,1,D15,-0.17344529629747504,D16,-0.21247950598524404,D14,-0.22866546602204246,0.039034209687768995,0.016185960036798425
4288,0,20,endgame,0,1,0,0,D15,0.504925014913416,A04,0.2941178776319759,A06,0.19798060359096772,0.21080713728144013,0.09613727404100816
4289,0,20,endgame,0,1,0,1,A04,0.3034035003308045,A06,0.20507015556502964,A02,0.159472042768156,0.09833334476577485,0.04559811279687365
4290,0,20,endgame,0,1,1,0,D15,0.504925014913416,D16,0.10138784485947654,D12,-0.1917757344551508,0.40353717005393946,0.29316357931462733
4291,0,20,endgame,0,1,1,1,D15,0.512094548505742,D16,0.10531488668168304,D12,-0.18975675913038226,0.40677966182405895,0.2950716458120653
4292,0,20,endgame,0,2,0,0,D15,0.4812018933808002,A04,0.2941178776319759,A06,0.19798060359096772,0.18708401574882433,0.09613727404100816
4293,0,20,endgame,0,2,0,1,A04,0.3034035003308045,A06,0.20507015556502964,A02,0.159472042768156,0.09833334476577485,0.04559811279687365
4294,0,20,endgame,0,2,1,0,D15,0.4812018933808002,D16,0.0975159080617219,D12,-0.20625886464908028,0.3836859853190783,0.30377477271080217
4295,0,20,endgame,0,2,1,1,D15,0.4882116788692861,D16,0.10149640039669225,D12,-0.2042785992428404,0.3867152784725939,0.30577499963953264
4296,0,20,endgame,1,0,0,0,A04,0.3781351535973548,A06,0.1994866391726197,A02,0.1536371200543832,0.1786485144247351,0.04584951911823648
4297,0,20,endgame,1,0,0,1,A04,0.3900454400314132,A06,0.20656466942241028,A02,0.1584943218984476,0.18348077060900295,0.04807034752396269
4298,0,20,endgame,1,0,1,0,D15,-0.24514813420088483,D16,-0.2655793218965883,D14,-0.2909752585650032,0.020431187695703457,0.025395936668414942
4299,0,20,endgame,1,0,1,1,D15,-0.24514813420088483,D16,-0.2655793218965883,D14,-0.2909752585650032,0.020431187695703457,0.025395936668414942
4300,0,20,endgame,1,1,0,0,A04,0.37955371967627616,A06,0.2000627253861838,A02,0.15390514211525722,0.17949099429009235,0.04615758327092659
4301,0,20,endgame,1,1,0,1,A04,0.39149237743191306,A06,0.2071522773602457,A02,0.15876770440053908,0.18434010007166737,0.04838457295970661
4302,0,20,endgame,1,1,1,0,D15,0.42392050670588655,D16,0.04358852198232141,D12,-0.2584315700670014,0.3803319847235651,0.3020200920493228
4303,0,20,endgame,1,1,1,1,D15,0.43109004029821246,D16,0.0475155638045279,D12,-0.2564125947422329,0.3835744764936846,0.3039281585467608
4304,0,20,endgame,1,2,0,0,A04,0.37955371967627616,A06,0.2000627253861838,A02,0.15390514211525722,0.17949099429009235,0.04615758327092659
4305,0,20,endgame,1,2,0,1,A04,0.39149237743191306,A06,0.2071522773602457,A02,0.15876770440053908,0.18434010007166737,0.04838457295970661
4306,0,20,endgame,1,2,1,0,D15,0.3986229142347648,D16,0.03878161321855758,D12,-0.2741996366605421,0.35984130101620726,0.3129812498790997
4307,0,20,endgame,1,2,1,1,D15,0.4056326997232508,D16,0.04276210555352791,D12,-0.2722193712543022,0.3628705941697229,0.31498147680783006
4308,0,20,endgame,2,0,0,0,A04,0.4220860179292269,A06,0.20200937617764997,A11,0.15619672635705187,0.22007664175157693,0.0458126498205981
4309,0,20,endgame,2,0,0,1,A04,0.43557389121812273,A06,0.20908740642744061,A11,0.16486493330219076,0.22648648479068212,0.04422247312524985
4310,0,20,endgame,2,0,1,0,D15,-0.23519432604837337,D16,-0.25285606394626803,D14,-0.2822782778925489,0.017661737897894658,0.029422213946280862
4311,0,20,endgame,2,0,1,1,D15,-0.23519432604837337,D16,-0.25285606394626803,D14,-0.2822782778925489,0.017661737897894658,0.029422213946280862
4312,0,20,endgame,2,1,0,0,A04,0.4236622024613618,A06,0.20258546239121408,A11,0.15759221931822018,0.22107674007014774,0.044993243072993905
4313,0,20,endgame,2,1,0,1,A04,0.43718159944090024,A06,0.209675014365276,A11,0.16628833612258248,0.22750658507562424,0.043386678242693516
4314,0,20,endgame,2,1,1,0,D15,0.4363095073981918,D16,0.06157951408332363,D12,-0.23704304224798237,0.37472999331486817,0.29862255633130597
4315,0,20,endgame,2,1,1,1,D15,0.44347904099051766,D16,0.06550655590553013,D12,-0.23502406692321384,0.37797248508498754,0.300530622828744
4316,0,20,endgame,2,2,0,0,A04,0.4236622024613618,A06,0.20258546239121408,A11,0.15759221931822018,0.22107674007014774,0.044993243072993905
4317,0,20,endgame,2,2,0,1,A04,0.43718159944090024,A06,0.209675014365276,A11,0.16628833612258248,0.22750658507562424,0.043386678242693516
4318,0,20,endgame,2,2,1,0,D15,0.41140950774908724,D16,0.057341078388999905,D12,-0.252179916208895,0.3540684293600873,0.30952099459789495
4319,0,20,endgame,2,2,1,1,D15,0.41841929323757315,D16,0.06132157072397024,D12,-0.25019965080265516,0.35709772251360294,0.3115212215266254
4320,1,1,early,0,0,0,0,A02,4.347768468638451,A03,4.3449792563936365,A10,4.344498819328777,0.002789212244814543,0.00048043706485945137
4321,1,1,early,0,0,0,1,A02,4.341426600497548,A01,4.3394861282587645,A03,4.338415232506787,0.0019404722387834639,0.0010708957519778295
4322,1,1,early,0,0,1,0,D15,4.287703152354139,D16,4.251396621275876,D14,4.219307302463866,0.03630653107826287,0.032089318812009715
4323,1,1,early,0,0,1,1,D15,4.287703152354139,D16,4.251396621275876,D14,4.219307302463866,0.03630653107826287,0.032089318812009715
4324,1,1,early,0,1,0,0,A02,4.366625465993149,D15,4.364945296355027,A03,4.363655766251098,0.0016801696381216757,0.0012895301039295148
4325,1,1,early,0,1,0,1,A02,4.360311930479978,A01,4.3581676410031065,A03,4.3571165428634036,0.002144289476871286,0.001051098139702944
4326,1,1,early,0,1,1,0,D15,4.364945296355027,D16,4.271519373066135,D14,4.229681231127746,0.09342592328889232,0.041838141938389306
4327,1,1,early,0,1,1,1,D15,4.371260429571065,D16,4.274978425448389,D14,4.229681231127746,0.09628200412267596,0.04529719432064372
4328,1,1,early,0,2,0,0,A02,4.363252104347462,A03,4.360326054853425,A10,4.359913856977109,0.0029260494940377413,0.0004121978763151901
4329,1,1,early,0,2,0,1,A02,4.356935090160354,A01,4.354763305350279,A03,4.353784214240567,0.0021717848100752946,0.0009790911097118382
4330,1,1,early,0,2,1,0,D15,4.352818196624821,D16,4.259309523216549,D14,4.2214561246118985,0.09350867340827218,0.037853398604650756
4331,1,1,early,0,2,1,1,D15,4.35899261907582,D16,4.262815656361341,D14,4.2214561246118985,0.09617696271447862,0.041359531749442624
4332,1,1,early,1,0,0,0,A02,4.265203703509149,A03,4.262434761805019,A01,4.261671576122743,0.0027689417041303344,0.0007631856822758465
4333,1,1,early,1,0,0,1,A02,4.258819153706102,A01,4.2574257700070754,A03,4.255856808324401,0.0013933836990265291,0.0015689616826746189
4334,1,1,early,1,0,1,0,D15,4.152562267530648,D16,4.126096042635552,D14,4.101947498637911,0.026466224895095536,0.024148543997640992
4335,1,1,early,1,0,1,1,D15,4.152562267530648,D16,4.126096042635552,D14,4.101947498637911,0.026466224895095536,0.024148543997640992
4336,1,1,early,1,1,0,0,A02,4.269867233640109,A03,4.267079686531271,A10,4.266214459119675,0.0027875471088378845,0.0008652274115954484
4337,1,1,early,1,1,0,1,A02,4.263494027518479,A01,4.26195754702676,A03,4.260512087729411,0.001536480491719061,0.001445459297348961
4338,1,1,early,1,1,1,0,D15,4.179822236411009,D16,4.105734972979497,D14,4.082495058504765,0.07408726343151173,0.023239914474731727
4339,1,1,early,1,1,1,1,D15,4.186137369627047,D16,4.109194025361751,D14,4.082495058504765,0.07694334426529537,0.02669896685698614
4340,1,1,early,1,2,0,0,A02,4.266398433105011,A03,4.263633620921657,A10,4.2627484713648585,0.002764812183354337,0.0008851495567983036
4341,1,1,early,1,2,0,1,A02,4.260022882384431,A01,4.258485476780771,A03,4.257064115367837,0.0015374056036598915,0.0014213614129339192
4342,1,1,early,1,2,1,0,D15,4.169092149943493,D16,4.094333147250258,D14,4.07442993296362,0.07475900269323521,0.01990321428663755
4343,1,1,early,1,2,1,1,D15,4.1752665723944915,D16,4.097839280395051,D14,4.07442993296362,0.07742729199944076,0.023409347431430305
4344,1,1,early,2,0,0,0,A02,4.21617270535823,A03,4.213872852253143,A01,4.2133234144053215,0.0022998531050868465,0.0005494378478214657
4345,1,1,early,2,0,0,1,A02,4.209719428039769,A01,4.208666174190139,A03,4.207232486014691,0.0010532538496299537,0.001433688175447756
4346,1,1,early,2,0,1,0,D15,4.1123847614299205,D16,4.089654790346665,D14,4.061446252346719,0.022729971083255585,0.02820853799994616
4347,1,1,early,2,0,1,1,D15,4.1123847614299205,D16,4.089654790346665,D14,4.061446252346719,0.022729971083255585,0.02820853799994616
4348,1,1,early,2,1,0,0,A02,4.212871326909236,A03,4.21062682449913,A01,4.209956242582365,0.0022445024101065414,0.0006705819167649452
4349,1,1,early,2,1,0,1,A02,4.206417221279723,A01,4.205282599052214,A03,4.203986417670545,0.0011346222275090412,0.0012961813816687595
4350,1,1,early,2,1,1,0,D15,4.102537750489705,D16,4.04236819486954,D14,4.0254988488525365,0.06016955562016513,0.016869346017003295
4351,1,1,early,2,1,1,1,D15,4.108852883705744,D16,4.045827247251794,D14,4.0254988488525365,0.06302563645394965,0.020328398399257708
4352,1,1,early,2,2,0,0,A02,4.209796534623457,A03,4.207567990813387,A01,4.206918600408416,0.002228543810070427,0.0006493904049706956
4353,1,1,early,2,2,0,1,A02,4.203339627915231,A01,4.202228240720937,A03,4.200925111675931,0.0011113871942933784,0.0013031290450058464
4354,1,1,early,2,2,1,0,D15,4.0932672581847935,D16,4.031823317230424,D14,4.018227114063624,0.061443940954369225,0.013596203166800436
4355,1,1,early,2,2,1,1,D15,4.099441680635792,D16,4.035329450375216,D14,4.018227114063624,0.06411223026057566,0.017102336311592303
4356,1,2,early,0,0,0,0,A02,4.512434362388747,A03,4.509587143276332,A10,4.509116713129718,0.0028472191124153667,0.00047043014661429794
4357,1,2,early,0,0,0,1,A02,4.506101196003507,A01,4.504112397346645,A03,4.503030656032931,0.0019887986568623006,0.0010817413137136356
4358,1,2,early,0,0,1,0,D15,4.448749287720572,D16,4.4123546966194676,D14,4.380048723227587,0.036394591101104545,0.032305973391880904
4359,1,2,early,0,0,1,1,D15,4.448749287720572,D16,4.4123546966194676,D14,4.380048723227587,0.036394591101104545,0.032305973391880904
4360,1,2,early,0,1,0,0,A02,4.53077018993132,D15,4.5278943591001495,A03,4.527730825123429,0.0028758308311704894,0.00016353397672030923
4361,1,2,early,0,1,0,1,A02,4.524466954101783,A01,4.522266830083394,A03,4.521200506303792,0.0022001240183886495,0.0010663237796020297
4362,1,2,early,0,1,1,0,D15,4.5278943591001495,D16,4.433224962005551,D14,4.389365990623565,0.09466939709459865,0.04385897138198569
4363,1,2,early,0,1,1,1,D15,4.5342094923161875,D16,4.436684014387805,D14,4.389365990623565,0.09752547792838229,0.0473180237642401
4364,1,2,early,0,2,0,0,A02,4.527405713731066,A03,4.524412783723004,A10,4.524015236758342,0.0029929300080624444,0.0003975469646615437
4365,1,2,early,0,2,0,1,A02,4.5210987400073375,A01,4.518870103066445,A03,4.51787964374267,0.002228636940892592,0.0009904593237752835
4366,1,2,early,0,2,1,0,D15,4.515476666491781,D16,4.420835114508737,D14,4.381016991567213,0.09464155198304436,0.03981812294152398
4367,1,2,early,0,2,1,1,D15,4.52165108894278,D16,4.424341247653529,D14,4.381016991567213,0.0973098412892508,0.04332425608631585
4368,1,2,early,1,0,0,0,A02,4.429806881675365,A03,4.427012291355836,A01,4.426233202238152,0.002794590319529,0.0007790891176835402
4369,1,2,early,1,0,0,1,A02,4.423426208814831,A01,4.42201162349942,A03,4.420437705845507,0.0014145853154117205,0.00157391765391246
4370,1,2,early,1,0,1,0,D15,4.313867661587572,D16,4.2873376935517795,D14,4.262960647731635,0.026529968035792884,0.02437704582014444
4371,1,2,early,1,0,1,1,D15,4.313867661587572,D16,4.2873376935517795,D14,4.262960647731635,0.026529968035792884,0.02437704582014444
4372,1,2,early,1,1,0,0,A02,4.43406323547105,A03,4.4312475353306295,A10,4.430385585005963,0.0028157001404203186,0.0008619503246665161
4373,1,2,early,1,1,0,1,A02,4.427694214840283,A01,4.426135067661296,A03,4.424683572281671,0.00155914717898753,0.0014514953796247454
4374,1,2,early,1,1,1,0,D15,4.341298663359235,D16,4.266621585905613,D14,4.242357798819977,0.07467707745362251,0.024263787085635258
4375,1,2,early,1,1,1,1,D15,4.347613796575273,D16,4.270080638287867,D14,4.242357798819977,0.07753315828740615,0.02772283946788967
4376,1,2,early,1,2,0,0,A02,4.430537468136411,A03,4.427746038043256,A10,4.42686356172578,0.0027914300931550784,0.0008824763174759553
4377,1,2,early,1,2,0,1,A02,4.42416593252887,A01,4.422606246310989,A03,4.421180024946957,0.001559686217880163,0.001426221364032365
4378,1,2,early,1,2,1,0,D15,4.330357538458859,D16,4.255051216000363,D14,4.234162222317376,0.07530632245849578,0.02088899368298769
4379,1,2,early,1,2,1,1,D15,4.336531960909857,D16,4.258557349145156,D14,4.234162222317376,0.07797461176470133,0.024395126827780445
4380,1,2,early,2,0,0,0,A02,4.381552847273592,A03,4.3792538882049294,A01,4.378708795302379,0.0022989590686623984,0.000545092902550337
